Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
H2CS	Thioformaldehyde	411.94709680, 411.94709680	12(4,9)-11(4,8)	-2.73800		221.4839	318.6641	JPL
H2CS	Thioformaldehyde	411.94714710, 411.94714710	12(4,8)-11(4,7)	-2.73800		221.4839	318.6641	JPL
H2CS	Thioformaldehyde	412.07874010, 412.07874010	12(3,10)-11(3,9)	-2.10510		157.8752	227.1459	JPL
H2CS	Thioformaldehyde	412.08936240, 412.08936240	12(3,9)-11(3,8)	-2.10500		157.8758	227.1468	JPL
H2CS	Thioformaldehyde	412.74767540, 412.74767540	12(2,10)-11(2,9)	-2.47000		112.2953	161.5670	JPL
H2CS	Thioformaldehyde	418.12570810, 418.12570810	12(1,11)-11(1,10)	-1.91770		85.9129	123.6088	JPL
H2CS	Thioformaldehyde	439.33259810, 439.33259810	13(1,13)-12(1,12)	-1.86370		97.1402	139.7623	JPL
H2CS	Thioformaldehyde	445.31617010, 445.31617010	13(0,13)-12(0,12)	-2.31030		89.2602	128.4248	JPL
H2CS	Thioformaldehyde	446.11365530, 446.11365530	13(5,9)-12(5,8)	-2.37450		316.5429	455.4320	JPL
H2CS	Thioformaldehyde	446.11365550, 446.11365550	13(5,8)-12(5,7)	-2.37450		316.5429	455.4320	JPL
H2CS	Thioformaldehyde	446.17131680, 446.17131680	13(2,12)-12(2,11)	-2.39550		125.9637	181.2326	JPL
H2CS	Thioformaldehyde	446.26178620, 446.26178620	13(4,10)-12(4,9)	-2.65570		235.2250	338.4344	JPL
H2CS	Thioformaldehyde	446.26187550, 446.26187550	13(4,9)-12(4,8)	-2.65570		235.2250	338.4344	JPL
H2CS	Thioformaldehyde	446.41136460, 446.41136460	13(3,11)-12(3,10)	-2.02630		171.6207	246.9225	JPL
H2CS	Thioformaldehyde	446.42728890, 446.42728890	13(3,10)-12(3,9)	-2.02630		171.6216	246.9238	JPL
H2CS	Thioformaldehyde	447.24988670, 447.24988670	13(2,11)-12(2,10)	-2.39360		126.0631	181.3756	JPL
H2CS	Thioformaldehyde	452.89977350, 452.89977350	13(1,12)-12(1,11)	-1.84340		99.8601	143.6756	JPL
H2CS	Thioformaldehyde	473.05555600, 473.05555600	14(1,14)-13(1,13)	-1.79860		111.7947	160.8467	JPL
H2CS	Thioformaldehyde	479.35752430, 479.35752430	14(0,14)-13(0,13)	-2.24620		104.1144	149.7965	JPL
H2CS	Thioformaldehyde	480.40927480, 480.40927480	14(5,10)-13(5,9)	-2.29990		331.4236	476.8419	JPL
H2CS	Thioformaldehyde	480.40927530, 480.40927530	14(5,9)-13(5,8)	-2.29990		331.4236	476.8419	JPL
H2CS	Thioformaldehyde	480.43145590, 480.43145590	14(2,13)-13(2,12)	-2.32970		140.8464	202.6454	JPL
H2CS	Thioformaldehyde	480.57304520, 480.57304520	14(4,11)-13(4,10)	-2.58510		250.1107	359.8514	JPL
H2CS	Thioformaldehyde	480.57319710, 480.57319710	14(4,10)-13(4,9)	-2.58510		250.1107	359.8514	JPL
H2CS	Thioformaldehyde	480.74181080, 480.74181080	14(3,12)-13(3,11)	-1.95860		186.5114	268.3468	JPL
H2CS	Thioformaldehyde	480.76495810, 480.76495810	14(3,11)-13(3,10)	-1.95860		186.5128	268.3488	JPL
H2CS	Thioformaldehyde	481.77662180, 481.77662180	14(2,12)-13(2,11)	-2.32760		140.9817	202.8401	JPL
H2CS	Thioformaldehyde	487.65668600, 487.65668600	14(1,13)-13(1,12)	-1.77930		114.9672	165.4112	JPL
H2CS	Thioformaldehyde	506.76309540, 506.76309540	15(1,15)-14(1,14)	-1.74250		127.5742	183.5498	JPL
H2CS	Thioformaldehyde	513.35287180, 513.35287180	15(0,15)-14(0,14)	-2.19130		120.1040	172.8019	JPL
H2CS	Thioformaldehyde	514.67813060, 514.67813060	15(2,14)-14(2,13)	-2.27340		156.8719	225.7024	JPL
H2CS	Thioformaldehyde	514.70026280, 514.70026280	15(5,11)-14(5,10)	-2.23650		347.4483	499.8977	JPL
H2CS	Thioformaldehyde	514.70026380, 514.70026380	15(5,10)-14(5,9)	-2.23650		347.4483	499.8977	JPL
H2CS	Thioformaldehyde	514.88060340, 514.88060340	15(4,12)-14(4,11)	-2.52490		266.1409	382.9152	JPL
H2CS	Thioformaldehyde	514.88085180, 514.88085180	15(4,11)-14(4,10)	-2.52490		266.1409	382.9152	JPL
H2CS	Thioformaldehyde	515.06974820, 515.06974820	15(3,13)-14(3,12)	-1.90070		202.5472	291.4186	JPL
H2CS	Thioformaldehyde	515.10251530, 515.10251530	15(3,12)-14(3,11)	-1.90060		202.5494	291.4217	JPL
H2CS	Thioformaldehyde	516.32918730, 516.32918730	15(2,13)-14(2,12)	-2.27100		157.0520	225.9615	JPL
H2CS	Thioformaldehyde	522.39496600, 522.39496600	15(1,14)-14(1,13)	-1.72430		131.2337	188.8149	JPL
H2CS	Thioformaldehyde	540.45430650, 540.45430650	16(1,16)-15(1,15)	-1.69470		144.4779	207.8703	JPL
H2CS	Thioformaldehyde	547.29967720, 547.29967720	16(0,16)-15(0,15)	-2.14450		137.2276	197.4388	JPL
H2CS	Thioformaldehyde	548.91039230, 548.91039230	16(2,15)-15(2,14)	-2.22540		174.0397	250.4029	JPL
H2CS	Thioformaldehyde	549.18418820, 549.18418820	16(4,13)-15(4,12)	-2.47370		283.3154	407.6253	JPL
H2CS	Thioformaldehyde	549.18458120, 549.18458120	16(4,12)-15(4,11)	-2.47370		283.3155	407.6255	JPL
H2CS	Thioformaldehyde	549.39481190, 549.39481190	16(3,14)-15(3,13)	-1.85140		219.7281	316.1379	JPL
H2CS	Thioformaldehyde	549.44014250, 549.44014250	16(3,13)-15(3,12)	-1.85130		219.7314	316.1427	JPL
H2CS	Thioformaldehyde	550.90867860, 550.90867860	16(2,14)-15(2,13)	-2.22280		174.2749	250.7413	JPL
H2CS	Thioformaldehyde	557.11309850, 557.11309850	16(1,15)-15(1,14)	-1.67770		148.6589	213.8858	JPL
H2CS	Thioformaldehyde	574.12831650, 574.12831650	17(1,17)-16(1,16)	-1.65440		162.5056	233.8080	JPL
H2CS	Thioformaldehyde	581.19565340, 581.19565340	17(0,17)-16(0,16)	-2.10510		155.4836	223.7049	JPL
H2CS	Thioformaldehyde	583.12729550, 583.12729550	17(2,16)-16(2,15)	-2.18510		192.3494	276.7463	JPL
H2CS	Thioformaldehyde	583.48352440, 583.48352440	17(4,14)-16(4,13)	-2.43080		301.6343	433.9820	JPL
H2CS	Thioformaldehyde	583.48412860, 583.48412860	17(4,13)-16(4,12)	-2.43080		301.6343	433.9820	JPL
H2CS	Thioformaldehyde	583.71660140, 583.71660140	17(3,15)-16(3,14)	-1.80990		238.0539	342.5045	JPL
H2CS	Thioformaldehyde	583.77806070, 583.77806070	17(3,14)-16(3,13)	-1.80990		238.0587	342.5114	JPL
H2CS	Thioformaldehyde	585.51594210, 585.51594210	17(2,15)-16(2,14)	-2.18220		192.6513	277.1807	JPL
H2CS	Thioformaldehyde	591.80953040, 591.80953040	17(1,16)-16(1,15)	-1.63860		167.2422	240.6229	JPL
H2CS	Thioformaldehyde	607.78429120, 607.78429120	18(1,18)-17(1,17)	-1.62100		181.6564	261.3615	JPL
H2CS	Thioformaldehyde	615.03879930, 615.03879930	18(0,18)-17(0,17)	-2.07270		174.8702	251.5978	JPL
H2CS	Thioformaldehyde	617.32789890, 617.32789890	18(2,17)-17(2,16)	-2.15180		211.8004	304.7318	JPL
H2CS	Thioformaldehyde	617.77833390, 617.77833390	18(4,15)-17(4,14)	-2.39540		321.0972	461.9846	JPL
H2CS	Thioformaldehyde	617.77923960, 617.77923960	18(4,14)-17(4,13)	-2.39540		321.0972	461.9846	JPL
H2CS	Thioformaldehyde	618.03467840, 618.03467840	18(3,16)-17(3,15)	-1.77570		257.5246	370.5183	JPL
H2CS	Thioformaldehyde	618.11653240, 618.11653240	18(3,15)-17(3,14)	-1.77560		257.5315	370.5283	JPL
H2CS	Thioformaldehyde	620.15153680, 620.15153680	18(2,16)-17(2,15)	-2.14870		212.1820	305.2808	JPL
H2CS	Thioformaldehyde	626.48266840, 626.48266840	18(1,17)-17(1,16)	-1.60640		186.9828	269.0250	JPL
H2CS	Thioformaldehyde	641.42143640, 641.42143640	19(1,19)-18(1,18)	-1.59400		201.9299	290.5304	JPL
H2CS	Thioformaldehyde	648.82743780, 648.82743780	19(0,19)-18(0,18)	-2.04670		195.3857	281.1148	JPL
H2CS	Thioformaldehyde	651.51126570, 651.51126570	19(2,18)-18(2,17)	-2.12500		232.3922	334.3586	JPL
H2CS	Thioformaldehyde	652.06833530, 652.06833530	19(4,16)-18(4,15)	-2.36670		341.7040	491.6330	JPL
H2CS	Thioformaldehyde	652.06966250, 652.06966250	19(4,15)-18(4,14)	-2.36670		341.7041	491.6332	JPL
H2CS	Thioformaldehyde	652.34856650, 652.34856650	19(3,17)-18(3,16)	-1.74820		278.1400	400.1791	JPL
H2CS	Thioformaldehyde	652.45586410, 652.45586410	19(3,16)-18(3,15)	-1.74800		278.1496	400.1929	JPL
H2CS	Thioformaldehyde	654.81569620, 654.81569620	19(2,17)-18(2,16)	-2.12170		232.8680	335.0432	JPL
H2CS	Thioformaldehyde	661.13087650, 661.13087650	19(1,18)-18(1,17)	-1.58080		207.8800	299.0912	JPL
H2CS	Thioformaldehyde	675.03899920, 675.03899920	20(1,20)-19(1,19)	-1.57290		223.3254	321.3136	JPL
H2CS	Thioformaldehyde	682.56025040, 682.56025040	20(0,20)-19(0,19)	-2.02660		217.0282	312.2534	JPL
H2CS	Thioformaldehyde	685.67646420, 685.67646420	20(2,19)-19(2,18)	-2.10420		254.1243	365.6261	JPL
H2CS	Thioformaldehyde	686.65774920, 686.65774920	20(3,18)-19(3,17)	-1.72680		299.9000	431.4867	JPL
H2CS	Thioformaldehyde	686.79640730, 686.79640730	20(3,17)-19(3,16)	-1.72660		299.9132	431.5057	JPL
H2CS	Thioformaldehyde	689.50829280, 689.50829280	20(2,18)-19(2,17)	-2.10080		254.7103	366.4692	JPL
H2CS	Thioformaldehyde	695.75247490, 695.75247490	20(1,19)-19(1,18)	-1.56120		229.9330	330.8204	JPL
H2CS	Thioformaldehyde	708.63626840, 708.63626840	21(1,21)-20(1,20)	-1.55750		245.8423	353.7102	JPL
H2CS	Thioformaldehyde	716.23630760, 716.23630760	21(0,21)-20(0,20)	-2.01220		239.7960	345.0110	JPL
H2CS	Thioformaldehyde	719.82256830, 719.82256830	21(2,20)-20(2,19)	-2.08920		276.9960	398.5332	JPL
H2CS	Thioformaldehyde	720.96166990, 720.96166990	21(3,19)-20(3,18)	-1.71120		322.8045	464.4410	JPL
H2CS	Thioformaldehyde	721.13856120, 721.13856120	21(3,18)-20(3,17)	-1.71100		322.8222	464.4665	JPL
H2CS	Thioformaldehyde	724.22880710, 724.22880710	21(2,19)-20(2,18)	-2.08560		277.7098	399.5602	JPL
H2CS	Thioformaldehyde	730.34573750, 730.34573750	21(1,20)-20(1,19)	-1.54720		253.1408	364.2111	JPL
H2CS	Thioformaldehyde	742.21257570, 742.21257570	22(1,22)-21(1,21)	-1.54740		269.4799	387.7192	JPL
H2CS	Thioformaldehyde	749.85509390, 749.85509390	22(0,22)-21(0,21)	-2.00300		263.6870	379.3846	JPL
H2CS	Thioformaldehyde	753.94865840, 753.94865840	22(2,21)-21(2,20)	-2.07960		301.0067	433.0790	JPL
H2CS	Thioformaldehyde	755.25973090, 755.25973090	22(3,20)-21(3,19)	-1.70110		346.8531	499.0414	JPL
H2CS	Thioformaldehyde	755.48277330, 755.48277330	22(3,19)-21(3,18)	-1.70090		346.8768	499.0755	JPL
