Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
HC17O+	Formylium	348.21089900, 348.21089900	J=4-3,F=3/2-3/2	-2.13870		17.4232	25.0680	CDMS
HC17O+	Formylium	348.21092770, 348.21092770	J=4-3,F=7/2-7/2	-1.89670		17.4233	25.0681	CDMS
HC17O+	Formylium	348.21101570, 348.21101570	J=4-3,F=7/2-9/2	-3.09300		17.4233	25.0681	CDMS
HC17O+	Formylium	348.21104400, 348.21104400	J=4-3,F=11/2-9/2	-1.22110		17.4233	25.0681	CDMS
HC17O+	Formylium	348.21105230, 348.21105230	J=4-3,F=13/2-11/2	-1.10170		17.4232	25.0680	CDMS
HC17O+	Formylium	348.21115300, 348.21115300	J=4-3	-0.51550		17.4232	25.0680	CDMS
HC17O+	Formylium	348.21116210, 348.21116210	J=4-3,F=9/2-7/2	-1.35260		17.4233	25.0681	CDMS
HC17O+	Formylium	348.21125010, 348.21125010	J=4-3,F=9/2-9/2	-1.93020		17.4233	25.0681	CDMS
HC17O+	Formylium	348.21128350, 348.21128350	J=4-3,F=3/2-1/2	-1.83770		17.4232	25.0680	CDMS
HC17O+	Formylium	348.21128840, 348.21128840	J=4-3,F=7/2-5/2	-1.49870		17.4232	25.0680	CDMS
HC17O+	Formylium	348.21134280, 348.21134280	J=4-3,F=5/2-3/2	-1.66160		17.4232	25.0680	CDMS
HC17O+	Formylium	348.21199450, 348.21199450	J=4-3,F=11/2-11/2	-2.11320		17.4232	25.0680	CDMS
HC17O+	Formylium	348.21220060, 348.21220060	J=4-3,F=9/2-11/2	-3.43540		17.4232	25.0680	CDMS
D13CO+	Formylium	353.64039230, 353.64039230	5-4	-0.50820		23.5934	33.9454	CDMS
HCO+v=0	Formylium	356.73422300, 356.73422300	4-3	-0.50110	17.40	17.8497	25.6816	CDMS
DCO+v=0	Formylium	360.16977830, 360.16977830	J=5-4	-0.48550	 0.22	24.0291	34.5723	CDMS
D13CO+	Formylium	424.35437180, 424.35437180	6-5	-0.29760		35.3896	50.9174	CDMS
HC18O+	Formylium	425.77471400, 425.77471400	5-4	-0.27900		28.4061	40.8698	CDMS
DCO+v=0	Formylium	432.18900520, 432.18900520	J=6-5	-0.27550		36.0430	51.8575	CDMS
H13CO+	Formylium	433.73383270, 433.73383270	5-4	-0.25620		28.9372	41.6339	CDMS
HC17O+	Formylium	435.24889490, 435.24889490	J=5-4,F=5/2-7/2	-3.26880		29.0383	41.7794	CDMS
HC17O+	Formylium	435.24912840, 435.24912840	J=5-4,F=7/2-9/2	-3.12270		29.0383	41.7794	CDMS
HC17O+	Formylium	435.24932800, 435.24932800	J=5-4,F=5/2-5/2	-2.05130		29.0383	41.7794	CDMS
HC17O+	Formylium	435.24936280, 435.24936280	J=5-4,F=7/2-7/2	-1.86050		29.0383	41.7794	CDMS
HC17O+	Formylium	435.24951790, 435.24951790	J=5-4,F=9/2-9/2	-1.80710		29.0383	41.7794	CDMS
HC17O+	Formylium	435.24959510, 435.24959510	J=5-4,F=15/2-13/2	-0.86740		29.0383	41.7794	CDMS
HC17O+	Formylium	435.24959540, 435.24959540	J=5-4,F=13/2-11/2	-0.96010		29.0383	41.7794	CDMS
HC17O+	Formylium	435.24966810, 435.24966810	J=5-4	-0.25200		29.0383	41.7794	CDMS
HC17O+	Formylium	435.24966970, 435.24966970	J=5-4,F=11/2-9/2	-1.05890		29.0383	41.7794	CDMS
HC17O+	Formylium	435.24972400, 435.24972400	J=5-4,F=9/2-11/2	-3.20980		29.0383	41.7794	CDMS
HC17O+	Formylium	435.24975230, 435.24975230	J=5-4,F=9/2-7/2	-1.16360		29.0383	41.7794	CDMS
HC17O+	Formylium	435.24977170, 435.24977170	J=5-4,F=5/2-3/2	-1.38230		29.0383	41.7794	CDMS
HC17O+	Formylium	435.24979600, 435.24979600	J=5-4,F=7/2-5/2	-1.27310		29.0383	41.7794	CDMS
HC17O+	Formylium	435.24987580, 435.24987580	J=5-4,F=11/2-11/2	-1.84860		29.0383	41.7794	CDMS
HC17O+	Formylium	435.25053760, 435.25053760	J=5-4,F=13/2-13/2	-2.03930		29.0383	41.7794	CDMS
HC17O+	Formylium	435.25081790, 435.25081790	J=5-4,F=11/2-13/2	-3.53760		29.0383	41.7794	CDMS
HCO+v=0	Formylium	445.90287210, 445.90287210	5-4	-0.23820		29.7491	42.8021	CDMS
D13CO+	Formylium	495.06066460, 495.06066460	7-6	-0.12880		49.5445	71.2831	CDMS
