Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
t-HCOOH	Formic Acid	181.46443510, 181.46443510	25(3,22)-24(4,21)	-5.87580		261.0608	375.6061	CDMS
t-HCOOH	Formic Acid	181.62099060, 181.62099060	23(6,17)-24(5,20)	-6.01470		280.6991	403.8611	CDMS
t-HCOOH	Formic Acid	181.85009110, 181.85009110	8(2,6)-7(2,5)	-3.49490		29.9399	43.0766	CDMS
t-HCOOH	Formic Acid	182.80218570, 182.80218570	19(2,17)-18(3,16)	-5.68680		148.4051	213.5206	CDMS
t-HCOOH	Formic Acid	183.09026510, 183.09026510	10(0,10)-9(1,9)	-5.24630		34.6363	49.8336	CDMS
t-HCOOH	Formic Acid	183.96455350, 183.96455350	6(2,4)-6(1,5)	-5.42870		18.5092	26.6305	CDMS
t-HCOOH	Formic Acid	184.36045740, 184.36045740	14(1,13)-14(0,14)	-5.26260		77.0979	110.9260	CDMS
t-HCOOH	Formic Acid	184.51157310, 184.51157310	6(1,6)-5(0,5)	-5.41130		11.2078	16.1254	CDMS
t-HCOOH	Formic Acid	184.76341050, 184.76341050	25(2,23)-26(1,26)	-7.12870		252.4714	363.2479	CDMS
t-HCOOH	Formic Acid	185.65013650, 185.65013650	8(1,7)-7(1,6)	-3.44350		23.9329	34.4339	CDMS
t-HCOOH	Formic Acid	185.85738150, 185.85738150	25(2,23)-26(0,26)	-7.07630		252.4349	363.1954	CDMS
t-HCOOH	Formic Acid	186.15133280, 186.15133280	17(5,13)-18(4,14)	-5.89580		163.8845	235.7919	CDMS
t-HCOOH	Formic Acid	187.21209420, 187.21209420	17(5,12)-18(4,15)	-5.89110		163.8498	235.7420	CDMS
t-HCOOH	Formic Acid	187.70849370, 187.70849370	5(2,3)-5(1,4)	-5.50260		13.8565	19.9363	CDMS
t-HCOOH	Formic Acid	188.87083060, 188.87083060	18(2,16)-18(1,17)	-5.05770		133.5098	192.0897	CDMS
t-HCOOH	Formic Acid	190.20416180, 190.20416180	15(1,14)-15(1,15)	-5.28980		88.3760	127.1526	CDMS
t-HCOOH	Formic Acid	190.74677970, 190.74677970	11(4,8)-12(3,9)	-5.91920		78.5239	112.9777	CDMS
t-HCOOH	Formic Acid	191.12853960, 191.12853960	4(2,2)-4(1,3)	-5.59940		9.9768	14.3543	CDMS
t-HCOOH	Formic Acid	192.26526820, 192.26526820	14(1,13)-13(2,12)	-5.45500		76.8342	110.5466	CDMS
t-HCOOH	Formic Acid	192.49415330, 192.49415330	11(4,7)-12(3,10)	-5.91190		78.4663	112.8949	CDMS
t-HCOOH	Formic Acid	193.13957610, 193.13957610	22(2,20)-22(2,21)	-5.21920		196.7408	283.0645	CDMS
t-HCOOH	Formic Acid	194.04698350, 194.04698350	9(1,9)-8(1,8)	-3.36160		28.1636	40.5209	CDMS
t-HCOOH	Formic Acid	194.06227260, 194.06227260	3(2,1)-3(1,2)	-5.73720		6.8714	9.8864	CDMS
t-HCOOH	Formic Acid	194.75869670, 194.75869670	5(3,3)-6(2,4)	-6.26010		24.6455	35.4592	CDMS
t-HCOOH	Formic Acid	196.37812820, 196.37812820	2(2,0)-2(1,1)	-5.97660		4.5414	6.5340	CDMS
t-HCOOH	Formic Acid	196.87921470, 196.87921470	5(3,2)-6(2,5)	-6.25240		24.5751	35.3579	CDMS
